frame_id,car,truck,bus,bike,motor,rider,person,train,pcu_score,congestion_pct,level
002621,3,0,0,0,0,0,0,0,3.0,15.0,FREE_FLOW
005814,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
001222,9,0,0,1,0,0,0,0,9.5,47.5,MODERATE
000769,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
006703,1,0,1,0,0,0,7,0,4.7,23.5,FREE_FLOW
005452,2,1,0,0,0,0,0,0,4.5,22.5,FREE_FLOW
000690,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
006937,2,0,0,0,0,0,8,0,2.8,14.0,FREE_FLOW
001247,6,0,0,0,0,0,0,0,6.0,30.0,MODERATE
007341,7,0,0,0,0,0,0,0,7.0,35.0,MODERATE
004434,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
004345,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
006569,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
002778,5,1,0,0,0,0,0,0,7.5,37.5,MODERATE
003668,2,0,0,1,0,0,2,0,2.7,13.5,FREE_FLOW
007375,0,0,5,0,0,0,1,0,15.1,75.5,HEAVY
004774,7,0,0,0,0,0,0,0,7.0,35.0,MODERATE
007009,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
000765,3,0,0,1,0,0,0,0,3.5,17.5,FREE_FLOW
006576,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
001782,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
007337,7,0,0,0,0,0,0,0,7.0,35.0,MODERATE
001658,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
001621,3,0,0,0,0,0,0,0,3.0,15.0,FREE_FLOW
007040,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
003607,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
002497,4,0,0,3,0,0,0,0,5.5,27.5,FREE_FLOW
001328,2,0,1,2,0,0,0,0,6.0,30.0,MODERATE
002957,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
002236,3,0,0,0,0,0,0,0,3.0,15.0,FREE_FLOW
004726,1,2,0,0,0,0,0,0,6.0,30.0,MODERATE
006926,13,0,0,0,0,0,2,0,13.2,66.0,HEAVY
000613,13,0,0,0,0,0,1,0,13.1,65.5,HEAVY
002738,4,0,0,1,0,0,0,0,4.5,22.5,FREE_FLOW
006479,2,0,0,1,0,0,0,0,2.5,12.5,FREE_FLOW
003028,2,0,0,0,0,0,2,0,2.2,11.0,FREE_FLOW
002328,5,1,0,0,0,0,0,0,7.5,37.5,MODERATE
002199,6,0,0,2,0,0,0,0,7.0,35.0,MODERATE
002226,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
003646,14,1,0,0,0,0,1,0,16.6,83.0,HEAVY
006814,9,0,0,0,0,0,2,0,9.2,46.0,MODERATE
002336,3,0,0,0,0,0,0,0,3.0,15.0,FREE_FLOW
002118,3,1,0,0,0,0,0,0,5.5,27.5,FREE_FLOW
003806,11,0,0,0,0,0,0,0,11.0,55.0,MODERATE
000536,2,0,0,1,0,0,0,0,2.5,12.5,FREE_FLOW
002535,10,0,0,1,0,0,0,0,10.5,52.5,MODERATE
003776,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
001432,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
001323,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
005992,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
007208,10,0,0,0,0,0,0,0,10.0,50.0,MODERATE
001754,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
004836,0,0,0,2,0,0,4,0,1.4,7.0,FREE_FLOW
002648,2,0,0,0,0,0,1,0,2.1,10.5,FREE_FLOW
006646,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
000125,7,0,0,0,0,0,0,0,7.0,35.0,MODERATE
003487,3,0,0,0,0,0,8,0,3.8,19.0,FREE_FLOW
005871,6,0,0,0,0,0,0,0,6.0,30.0,MODERATE
005541,3,0,0,3,0,0,0,0,4.5,22.5,FREE_FLOW
006911,7,0,0,0,0,0,1,0,7.1,35.5,MODERATE
005661,12,1,0,0,0,0,1,0,14.6,73.0,HEAVY
006304,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
007007,7,0,0,0,0,0,0,0,7.0,35.0,MODERATE
000250,3,0,0,0,0,0,0,0,3.0,15.0,FREE_FLOW
003319,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
005875,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
006906,2,1,0,0,0,0,0,0,4.5,22.5,FREE_FLOW
005340,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
002418,3,0,0,3,0,0,0,0,4.5,22.5,FREE_FLOW
005316,7,0,0,0,0,0,1,0,7.1,35.5,MODERATE
005899,0,1,0,0,0,0,1,0,2.6,13.0,FREE_FLOW
006864,10,0,0,0,0,0,0,0,10.0,50.0,MODERATE
005142,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
000479,5,1,0,0,0,0,0,0,7.5,37.5,MODERATE
007189,0,0,0,0,0,0,5,0,0.5,2.5,FREE_FLOW
004578,9,0,0,0,0,0,0,0,9.0,45.0,MODERATE
004515,5,0,0,1,0,0,0,0,5.5,27.5,FREE_FLOW
005299,3,1,0,0,0,0,0,0,5.5,27.5,FREE_FLOW
001045,8,0,0,1,0,0,0,0,8.5,42.5,MODERATE
000418,3,0,0,0,0,0,0,0,3.0,15.0,FREE_FLOW
001793,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
000605,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
003786,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
006321,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
000823,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
005473,6,0,0,0,0,0,1,0,6.1,30.5,MODERATE
005513,1,1,0,0,0,0,0,0,3.5,17.5,FREE_FLOW
006317,3,0,0,0,0,0,0,0,3.0,15.0,FREE_FLOW
006955,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
001276,6,0,0,0,0,0,0,0,6.0,30.0,MODERATE
004321,3,0,0,0,0,0,7,0,3.7,18.5,FREE_FLOW
007116,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
006340,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
001103,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
000279,7,0,0,0,0,0,0,0,7.0,35.0,MODERATE
001653,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
003396,7,1,0,0,0,0,0,0,9.5,47.5,MODERATE
004484,4,0,1,1,0,0,0,0,7.5,37.5,MODERATE
003179,3,0,1,1,0,0,0,0,6.5,32.5,MODERATE
002871,6,0,0,0,0,0,0,0,6.0,30.0,MODERATE
002862,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
006827,1,0,0,0,0,0,1,0,1.1,5.5,FREE_FLOW
000950,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
006628,7,0,0,1,0,0,0,0,7.5,37.5,MODERATE
001075,4,1,0,0,0,0,0,0,6.5,32.5,MODERATE
001644,2,0,0,3,0,0,5,0,4.0,20.0,FREE_FLOW
001819,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
002579,7,0,0,0,0,0,0,0,7.0,35.0,MODERATE
002408,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
001097,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
005449,8,0,0,0,0,0,0,0,8.0,40.0,MODERATE
002961,5,1,0,0,0,0,0,0,7.5,37.5,MODERATE
005561,5,1,0,0,0,0,0,0,7.5,37.5,MODERATE
004733,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
005215,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
003321,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
007209,13,0,0,0,0,0,0,0,13.0,65.0,HEAVY
005343,1,1,0,0,0,0,0,0,3.5,17.5,FREE_FLOW
001549,1,0,0,0,0,0,3,0,1.3,6.5,FREE_FLOW
003079,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
001827,2,0,0,0,0,0,1,0,2.1,10.5,FREE_FLOW
004440,6,1,0,0,0,0,0,0,8.5,42.5,MODERATE
006654,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
004224,1,0,0,1,0,0,0,0,1.5,7.5,FREE_FLOW
002949,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
006286,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
002100,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
003428,2,1,0,0,0,0,0,0,4.5,22.5,FREE_FLOW
002435,10,0,0,0,0,0,1,0,10.1,50.5,MODERATE
007001,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
002875,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
003758,17,0,0,0,0,0,2,0,17.2,86.0,GRIDLOCK
006886,8,0,0,1,0,0,1,0,8.6,43.0,MODERATE
000489,1,1,0,0,0,0,0,0,3.5,17.5,FREE_FLOW
005634,7,0,0,0,0,0,0,0,7.0,35.0,MODERATE
005269,6,0,0,0,0,0,0,0,6.0,30.0,MODERATE
003485,1,0,2,0,0,0,0,0,7.0,35.0,MODERATE
003067,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
001132,1,0,0,0,0,0,6,0,1.6,8.0,FREE_FLOW
000793,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
005044,6,0,0,0,0,0,1,0,6.1,30.5,MODERATE
005562,3,0,0,0,0,0,0,0,3.0,15.0,FREE_FLOW
001909,9,0,0,0,0,0,0,0,9.0,45.0,MODERATE
004075,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
003379,1,0,0,3,0,0,2,0,2.7,13.5,FREE_FLOW
006267,2,1,0,0,0,0,0,0,4.5,22.5,FREE_FLOW
004872,1,0,2,0,0,0,1,0,7.1,35.5,MODERATE
001898,7,1,0,0,0,0,0,0,9.5,47.5,MODERATE
004912,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
001795,1,0,0,0,0,0,3,0,1.3,6.5,FREE_FLOW
003970,3,0,0,0,0,0,0,0,3.0,15.0,FREE_FLOW
005530,10,1,0,0,0,0,0,0,12.5,62.5,HEAVY
005259,4,0,0,0,0,0,2,0,4.2,21.0,FREE_FLOW
001507,3,1,0,0,0,0,0,0,5.5,27.5,FREE_FLOW
003996,5,1,0,0,0,0,0,0,7.5,37.5,MODERATE
004585,3,1,0,0,0,0,0,0,5.5,27.5,FREE_FLOW
000518,1,0,0,2,0,0,6,0,2.6,13.0,FREE_FLOW
004740,1,0,0,0,0,0,11,0,2.1,10.5,FREE_FLOW
000990,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
001845,6,0,0,0,0,0,0,0,6.0,30.0,MODERATE
003753,1,0,0,1,0,0,14,0,2.9,14.5,FREE_FLOW
001704,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
003892,3,0,0,0,0,0,0,0,3.0,15.0,FREE_FLOW
006787,6,0,0,0,0,0,0,0,6.0,30.0,MODERATE
007374,1,0,1,1,0,0,0,0,4.5,22.5,FREE_FLOW
005173,6,1,0,0,0,0,0,0,8.5,42.5,MODERATE
003512,3,0,0,2,0,0,0,0,4.0,20.0,FREE_FLOW
005257,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
006915,3,0,0,0,0,0,0,0,3.0,15.0,FREE_FLOW
006156,12,0,0,0,0,0,0,0,12.0,60.0,HEAVY
007212,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
003411,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
002001,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
006189,11,1,0,0,0,0,3,0,13.8,69.0,HEAVY
002051,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
004156,9,0,0,0,0,0,0,0,9.0,45.0,MODERATE
004962,7,0,0,0,0,0,0,0,7.0,35.0,MODERATE
001297,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
003136,4,1,0,0,0,0,0,0,6.5,32.5,MODERATE
002790,12,1,0,0,0,0,0,0,14.5,72.5,HEAVY
006795,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
004153,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
003280,7,0,0,0,0,0,0,0,7.0,35.0,MODERATE
000973,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
001331,2,1,0,0,0,0,0,0,4.5,22.5,FREE_FLOW
002651,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
006965,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
006231,5,0,0,1,0,0,0,0,5.5,27.5,FREE_FLOW
002514,3,0,0,1,0,0,0,0,3.5,17.5,FREE_FLOW
001986,6,1,0,0,0,0,0,0,8.5,42.5,MODERATE
001736,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
003252,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
004905,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
000795,9,0,0,0,0,0,0,0,9.0,45.0,MODERATE
004709,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
003559,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
001558,0,0,0,0,0,0,3,0,0.3,1.5,FREE_FLOW
004763,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
007179,0,0,0,0,0,0,4,0,0.4,2.0,FREE_FLOW
007132,9,0,0,1,0,0,0,0,9.5,47.5,MODERATE
001512,12,0,0,0,0,0,0,0,12.0,60.0,HEAVY
006282,1,2,0,0,0,0,0,0,6.0,30.0,MODERATE
007395,2,0,0,0,0,0,1,0,2.1,10.5,FREE_FLOW
001160,1,0,0,0,0,0,1,0,1.1,5.5,FREE_FLOW
003468,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
007080,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
000131,7,0,0,0,0,0,0,0,7.0,35.0,MODERATE
004480,4,1,0,0,0,0,0,0,6.5,32.5,MODERATE
001478,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
006550,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
006110,9,0,0,0,0,0,0,0,9.0,45.0,MODERATE
002183,7,0,0,0,0,0,0,0,7.0,35.0,MODERATE
002522,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
006990,7,0,0,0,0,0,0,0,7.0,35.0,MODERATE
004665,1,0,0,2,0,0,6,0,2.6,13.0,FREE_FLOW
005408,1,0,0,1,0,0,9,0,2.4,12.0,FREE_FLOW
001852,9,0,0,0,0,0,0,0,9.0,45.0,MODERATE
000304,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
006371,7,0,0,1,0,0,0,0,7.5,37.5,MODERATE
002838,4,0,0,1,0,0,0,0,4.5,22.5,FREE_FLOW
000395,13,0,0,0,0,0,0,0,13.0,65.0,HEAVY
000109,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
004464,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
007021,5,0,0,3,0,0,0,0,6.5,32.5,MODERATE
005071,6,0,0,0,0,0,0,0,6.0,30.0,MODERATE
005353,1,0,1,0,0,0,1,0,4.1,20.5,FREE_FLOW
002361,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
002002,5,1,0,0,0,0,0,0,7.5,37.5,MODERATE
004922,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
004877,5,0,0,1,0,0,0,0,5.5,27.5,FREE_FLOW
004751,4,1,0,0,0,0,0,0,6.5,32.5,MODERATE
004229,1,0,0,2,0,0,7,0,2.7,13.5,FREE_FLOW
002823,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
003986,6,0,0,2,0,0,0,0,7.0,35.0,MODERATE
004960,2,0,0,0,0,0,1,0,2.1,10.5,FREE_FLOW
003440,13,0,0,0,0,0,0,0,13.0,65.0,HEAVY
003682,1,0,1,1,0,0,0,0,4.5,22.5,FREE_FLOW
002250,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
002348,1,0,1,0,0,0,1,0,4.1,20.5,FREE_FLOW
002452,15,0,0,0,0,0,0,0,15.0,75.0,HEAVY
001818,5,2,0,0,0,0,0,0,10.0,50.0,MODERATE
002130,6,0,0,0,0,0,0,0,6.0,30.0,MODERATE
005136,6,0,0,0,0,0,0,0,6.0,30.0,MODERATE
003503,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
004466,6,0,0,0,0,0,0,0,6.0,30.0,MODERATE
004336,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
006957,3,0,0,0,0,0,4,0,3.4,17.0,FREE_FLOW
004243,12,0,0,0,0,0,0,0,12.0,60.0,HEAVY
007350,10,0,0,0,0,0,0,0,10.0,50.0,MODERATE
004152,3,0,0,0,0,0,0,0,3.0,15.0,FREE_FLOW
006154,5,1,0,0,0,0,0,0,7.5,37.5,MODERATE
002307,3,0,0,0,0,0,1,0,3.1,15.5,FREE_FLOW
000977,14,0,0,0,0,0,0,0,14.0,70.0,HEAVY
006621,3,0,0,0,0,0,0,0,3.0,15.0,FREE_FLOW
007347,2,0,0,1,0,0,2,0,2.7,13.5,FREE_FLOW
001934,3,0,0,0,0,0,0,0,3.0,15.0,FREE_FLOW
003022,7,0,0,0,0,0,0,0,7.0,35.0,MODERATE
002014,5,0,0,1,0,0,0,0,5.5,27.5,FREE_FLOW
004888,3,0,0,0,0,0,0,0,3.0,15.0,FREE_FLOW
005271,2,1,0,1,0,0,0,0,5.0,25.0,FREE_FLOW
003369,5,0,0,0,0,0,4,0,5.4,27.0,FREE_FLOW
001017,3,0,0,0,0,0,0,0,3.0,15.0,FREE_FLOW
000214,3,0,0,3,0,0,0,0,4.5,22.5,FREE_FLOW
007195,12,0,0,0,0,0,0,0,12.0,60.0,HEAVY
006585,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
000877,5,1,0,0,0,0,0,0,7.5,37.5,MODERATE
002779,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
004189,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
006543,5,1,0,0,0,0,0,0,7.5,37.5,MODERATE
001221,7,0,0,2,0,0,2,0,8.2,41.0,MODERATE
005115,4,0,0,0,0,0,2,0,4.2,21.0,FREE_FLOW
005507,5,1,0,0,0,0,0,0,7.5,37.5,MODERATE
000711,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
003730,8,1,0,0,0,0,0,0,10.5,52.5,MODERATE
001967,8,0,0,0,0,0,0,0,8.0,40.0,MODERATE
001876,6,0,0,0,0,0,0,0,6.0,30.0,MODERATE
000720,1,0,0,0,0,0,3,0,1.3,6.5,FREE_FLOW
006064,15,0,0,0,0,0,0,0,15.0,75.0,HEAVY
000494,6,0,0,0,0,0,0,0,6.0,30.0,MODERATE
003429,4,1,0,0,0,0,0,0,6.5,32.5,MODERATE
003685,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
002247,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
003213,7,0,0,0,0,0,0,0,7.0,35.0,MODERATE
006908,1,0,0,1,0,0,7,0,2.2,11.0,FREE_FLOW
003816,7,0,0,0,0,0,0,0,7.0,35.0,MODERATE
000206,2,0,0,0,0,0,2,0,2.2,11.0,FREE_FLOW
004306,7,0,0,0,0,0,0,0,7.0,35.0,MODERATE
007332,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
000634,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
004650,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
004018,2,0,1,0,0,0,0,0,5.0,25.0,FREE_FLOW
005586,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
002583,1,0,0,0,0,0,9,0,1.9,9.5,FREE_FLOW
003399,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
004170,4,0,0,1,0,0,12,0,5.7,28.5,FREE_FLOW
000261,3,1,0,0,0,0,0,0,5.5,27.5,FREE_FLOW
005784,4,0,0,1,0,0,1,0,4.6,23.0,FREE_FLOW
005648,12,1,0,0,0,0,0,0,14.5,72.5,HEAVY
001183,6,0,0,0,0,0,0,0,6.0,30.0,MODERATE
006195,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
001310,2,0,0,1,0,0,0,0,2.5,12.5,FREE_FLOW
002443,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
003016,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
007210,9,0,0,0,0,0,0,0,9.0,45.0,MODERATE
006816,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
007335,1,1,0,0,0,0,0,0,3.5,17.5,FREE_FLOW
004192,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
002413,10,0,0,0,0,0,0,0,10.0,50.0,MODERATE
002755,1,0,2,1,0,0,0,0,7.5,37.5,MODERATE
005748,14,0,0,0,0,0,0,0,14.0,70.0,HEAVY
003509,3,0,0,0,0,0,0,0,3.0,15.0,FREE_FLOW
003539,4,1,0,0,0,0,0,0,6.5,32.5,MODERATE
004334,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
005025,3,0,0,0,0,0,0,0,3.0,15.0,FREE_FLOW
000093,6,0,0,0,0,0,0,0,6.0,30.0,MODERATE
000034,2,0,0,0,0,0,0,0,2.0,10.0,FREE_FLOW
006477,5,1,0,0,0,0,0,0,7.5,37.5,MODERATE
004828,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
006170,1,1,0,0,0,0,0,0,3.5,17.5,FREE_FLOW
002085,9,0,0,0,0,0,0,0,9.0,45.0,MODERATE
005334,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
001189,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
004814,7,0,0,2,0,0,0,0,8.0,40.0,MODERATE
003591,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
000070,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
003964,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
006962,1,1,0,2,0,0,0,0,4.5,22.5,FREE_FLOW
005689,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
006331,1,1,0,0,0,0,0,0,3.5,17.5,FREE_FLOW
005189,9,0,0,0,0,0,0,0,9.0,45.0,MODERATE
000623,8,0,0,0,0,0,0,0,8.0,40.0,MODERATE
002487,4,0,0,2,0,0,13,0,6.3,31.5,MODERATE
000545,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
005663,4,0,0,4,0,0,13,0,7.3,36.5,MODERATE
006075,1,0,0,0,0,0,3,0,1.3,6.5,FREE_FLOW
001979,5,1,0,0,0,0,1,0,7.6,38.0,MODERATE
000828,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
004616,11,0,0,0,0,0,0,0,11.0,55.0,MODERATE
003957,1,0,0,0,0,0,0,0,1.0,5.0,FREE_FLOW
001623,2,1,0,0,0,0,0,0,4.5,22.5,FREE_FLOW
003193,0,0,0,0,0,0,1,0,0.1,0.5,FREE_FLOW
005234,5,1,0,0,0,0,1,0,7.6,38.0,MODERATE
003039,7,0,0,0,0,0,0,0,7.0,35.0,MODERATE
005275,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
000154,7,0,0,1,0,0,1,0,7.6,38.0,MODERATE
005707,5,0,0,0,0,0,0,0,5.0,25.0,FREE_FLOW
005706,4,0,0,0,0,0,0,0,4.0,20.0,FREE_FLOW
005228,4,0,0,1,0,0,0,0,4.5,22.5,FREE_FLOW
004953,5,0,0,3,0,0,0,0,6.5,32.5,MODERATE
